idx,primary_barrier,primary_action,sdg_alignment
7249,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7251,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7252,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7253,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7255,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7258,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7261,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7262,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7263,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7264,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7265,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7266,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
7267,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7269,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
7271,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7272,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7273,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7274,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7275,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7277,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7281,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7282,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7284,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7285,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7286,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7287,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7291,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7294,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7296,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7298,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7299,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7300,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7303,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7304,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
7305,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7306,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7307,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7308,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7309,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7310,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7311,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7313,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7316,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7317,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7318,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7321,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7323,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
7324,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7325,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7326,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
7327,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7329,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7330,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7332,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
7335,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7336,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
7337,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7340,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7342,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7343,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7344,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7345,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7348,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7349,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7350,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7352,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7353,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7355,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7356,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7357,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
7360,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7361,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7363,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7365,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7367,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7368,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7371,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7372,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7375,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7379,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7381,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7382,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7383,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7384,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7386,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7387,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7390,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7391,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7392,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7394,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7396,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7397,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7399,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7400,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7403,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7405,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7409,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7411,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7412,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7413,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7414,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7415,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7418,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7420,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7421,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7422,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7423,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7425,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7427,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7428,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7429,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
7430,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7431,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7432,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7433,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7436,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7438,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7439,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7441,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7443,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7445,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7447,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7449,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7450,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
7451,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7452,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7453,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7455,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7456,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7459,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7461,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7465,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7466,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7467,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7469,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
7470,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7471,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7472,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7473,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7474,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7475,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7478,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7479,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7480,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7483,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7484,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7485,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7486,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7487,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7488,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7490,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
7492,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7494,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7497,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7498,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7500,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7501,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7503,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7505,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7506,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7507,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7508,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7509,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7511,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7513,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7515,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7516,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7517,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7518,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7520,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7521,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7522,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7523,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7524,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
7525,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
7526,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
